id,username,created_at,lng,lat,text
1517367598748418048,ghettoswn,Fri Apr 22 05:00:01 +0000 2022,-83.1738665,32.6782075,@taekwanho You right 😂
1517367600304599041,charvontay1,Fri Apr 22 05:00:01 +0000 2022,-89.0175665,42.2571455,y’all are horrible friends
1517367600489054213,queeniqueniq,Fri Apr 22 05:00:01 +0000 2022,-83.1738665,32.6782075,🥺good music
1517367600472154112,raynefallsz,Fri Apr 22 05:00:01 +0000 2022,-157.799589,21.3199435,@PTkapre24 @bgyo_ph BEST TIME 1TUNESPH #BestTime_BGYO by @bgyo_ph is an amazing song! #BGYO
1517367601151856640,tv_telenovela,Fri Apr 22 05:00:02 +0000 2022,-97.754724,30.323345500000002,why was today so unbelievably stressful
1517367601613135872,ducboyjr,Fri Apr 22 05:00:02 +0000 2022,-81.03488899999999,35.5576965,38 years old and Andre still has it!
1517367602196090882,Influxhealth,Fri Apr 22 05:00:02 +0000 2022,-119.30660750000001,37.2691755,"@K_loc420 @paaulandreee @FuenTank @WarriorNationCP “Why do people say ""grow some balls""? Balls are weak and sensiti… https://t.co/RSeIcLHTUg"
1517367601571287040,carpoolworld,Fri Apr 22 05:00:02 +0000 2022,-79.2638733,43.7324399,#Carpool #Toronto -&gt; #Brampton #TrinityCommonBrampton I want a carpool in a budget. #splitcosts https://t.co/i3Pn5kG9h3
1517367603085422592,moutoncovewx,Fri Apr 22 05:00:02 +0000 2022,-92.218675,29.875016,72.7F (Feels: 76.4F) - Humidity: 89% - Wind: 3.5mph E - Gust: 3.7mph - Pressure: 30.167in #weather https://t.co/75yzNJ23Eh
1517367603743760384,SealyLilly,Fri Apr 22 05:00:02 +0000 2022,-118.9188865,34.188478,@DrTomiMitchell @TheSharkDaymond Of course. Thank you for replying so that I can properly give credit to you Dr.!
1517367604352069637,GenieRougeau,Fri Apr 22 05:00:02 +0000 2022,-100.0768885,31.1688935,@PAhunter82 @Sweety0ford Sorry for your pain my friend.  God Bless You Sweetheart 🙏 ❤️
1517367605371224064,TheTruthGreg,Fri Apr 22 05:00:03 +0000 2022,-83.1738665,32.6782075,Excuse me
1517367605270523905,ThrillmongerXXX,Fri Apr 22 05:00:03 +0000 2022,-118.4119065,34.0207895,FULL SCENE: Thrillys Big Black Couch - Febby Twigs (Featuring @FebAvenue)  https://t.co/svfSBFubYAOnlyFans:… https://t.co/SwdYq6AThL
1517367605815873538,dead_inside_154,Fri Apr 22 05:00:03 +0000 2022,-80.18183450000001,38.9201425,@Shadowlegend782 @Kaleb86616614 Both: ???
1517367605983645696,jcjacksparrow,Fri Apr 22 05:00:03 +0000 2022,-74.362097,39.939833,"YES,AND YOUR POINT IS?🤔🤔"
1517367606193254400,tonoopl,Fri Apr 22 05:00:03 +0000 2022,-117.80213499999999,33.7337835,You will lose a lot of friends when you get serious about your life goals.
1517367606688243712,Polo_TyGa,Fri Apr 22 05:00:03 +0000 2022,-80.8467855,35.209058999999996,It will never feel comfortable with me until it’s done.
1517367607514464256,roseburgweather,Fri Apr 22 05:00:03 +0000 2022,-123.341736,43.216503,Temperature: 48.0 F (8.9 C)Relative Humidity: 86%Wind: from the N (360 degrees) at 3 MPH (3 KT)Sky conditions: mostly cloudy
1517367607996960768,jacob_saucin,Fri Apr 22 05:00:03 +0000 2022,-98.5406515,29.417501,Never in my life am I gonna be simp simpleton again lol
1517367607967453185,jbelleonair,Fri Apr 22 05:00:03 +0000 2022,-106.632718,35.1170025,Ain’t no damn way. I wouldn’t give notice at this point. I’m out once I see something like this.
1517367607711645696,texastaeeee,Fri Apr 22 05:00:03 +0000 2022,-95.44648649999999,29.838495,I would love to see a CL mindset :)  #AskMindset https://t.co/0APetuHR8D
1517367608202301442,lindsseybri,Fri Apr 22 05:00:03 +0000 2022,-118.4119065,34.0207895,im going to my sisters prom next week and i’m so excited since i’ve never got to celebrate mine🥹
1517367608177086464,WassanameMike,Fri Apr 22 05:00:03 +0000 2022,-118.4119065,34.0207895,13 more wins😏
1517367608793653249,retreado,Fri Apr 22 05:00:03 +0000 2022,-118.731399,34.2673105,"@tomfras36050810 I agree with you, which is why I oppose them with every fiber of my being."
1517367610136051712,lordraiden4243,Fri Apr 22 05:00:04 +0000 2022,-73.9685415,40.780709,I'm in the zoo
1517367610311987200,kwpledger_,Fri Apr 22 05:00:04 +0000 2022,-121.30042549999999,37.980826,"My body IS a temple: ancient, crumbling, and almost certainly haunted."
1517367611138494468,jlmendozalegacy,Fri Apr 22 05:00:04 +0000 2022,-122.06582955,37.6060831,"2:02 PM Earlier today, passing through the San Mateo-Hayward Bridge. #SanMateoBridge #Hayward #California… https://t.co/EqWx12RWr8"
1517367611763437568,OrenCJenkins,Fri Apr 22 05:00:04 +0000 2022,-71.265439,41.6785195,"@mocena Per se amorality of wealth reminds me of:""Ursula K. Le Guin. With deliberately both vague and vivid descr… https://t.co/AbdqjRnxEh"
1517367613675945984,ilovethisbot,Fri Apr 22 05:00:05 +0000 2022,-85.75,38.25,I ⏳ Louisville https://t.co/KOof7jljqx
1517367614804221952,of__royalty,Fri Apr 22 05:00:05 +0000 2022,-79.2725695,43.629311,Oooo in Paris. Time to go back
